artist,song,album,album_type,release_date,artist_type,duration_ms,explicit,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,pop,dance,metal,rock,hip_hop,edm,r&b,country,emo,latin,k-pop,year
McFly,I'll Be OK,Wonderland (Japanese edition),album,2005-01-01,artist,204813,False,1,0.477,0.946,2,-4.279,1,0.0454,0.00866,0.0,0.209,0.48,156.588,4,1,1,0,0,0,0,0,0,0,0,0,2005
The Pussycat Dolls,Buttons,PCD Tour Edition (International Tour Edition),album,2005-01-01,artist,225560,False,5,0.57,0.821,2,-4.38,1,0.267,0.178,0.0,0.289,0.408,210.857,4,1,1,0,0,1,0,0,0,0,0,0,2005
McFly,I'll Be OK - Tom and Danny Acoustic Version,Wonderland (Japanese edition),album,2005-01-01,artist,199426,False,14,0.523,0.475,7,-7.307,1,0.0372,0.28,0.0,0.0924,0.425,152.243,4,1,1,0,0,0,0,0,0,0,0,0,2005
Mary J. Blige,Be Without You - Kendu Mix,The Breakthrough,album,2005-01-01,artist,246333,False,4,0.724,0.705,2,-5.859,0,0.112,0.067,0.0,0.262,0.662,146.589,4,1,1,0,0,1,0,1,0,0,0,0,2005
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",Goodies,album,2005-01-22,artist,202213,False,2,0.939,0.498,5,-10.94,0,0.161,0.0444,0.00128,0.0475,0.801,113.053,4,1,1,0,0,0,0,1,0,0,0,0,2005
Keane,Everybody's Changing,Music From The WB Television Series One Tree Hill (change in 1 track bundle status),compilation,2005-01-25,artist,215266,False,11,0.512,0.818,0,-4.265,1,0.03,0.00159,0.000457,0.112,0.431,94.022,4,1,0,0,1,0,0,0,0,0,0,0,2005
Rob Thomas,Lonely No More,Lonely No More,single,2005-02-08,artist,226346,False,1,0.622,0.899,9,-3.139,0,0.108,0.0317,0.0,0.0928,0.852,85.844,4,1,0,0,1,0,0,0,0,0,0,0,2005
Frankie J,Obsesion (No Es Amor) (feat. Baby Bash),Obsession (No Es Amor),single,2005-03-29,artist,225293,False,3,0.649,0.51,8,-8.329,1,0.0432,0.098,0.0,0.3,0.557,75.039,4,1,1,0,0,1,0,1,0,0,0,0,2005
Matt Pond PA,Champagne Supernova,Music From The O.C. Mix 4,compilation,2005-04-04,artist,432053,False,12,0.414,0.677,2,-6.037,1,0.0318,0.519,0.00213,0.379,0.17,150.456,4,0,0,0,0,0,0,0,0,0,0,0,2005
Weezer,Beverly Hills,Make Believe,album,2005-05-10,artist,196093,False,1,0.693,0.823,5,-3.761,1,0.0726,0.0932,0.0,0.328,0.741,87.904,4,1,0,0,1,0,0,0,0,0,0,0,2005
Pretty Ricky,Grind With Me,Bluestars,album,2005-05-17,artist,239386,False,3,0.667,0.523,1,-5.817,1,0.0311,0.000516,0.0,0.0978,0.181,136.547,4,1,1,0,0,1,0,1,0,0,0,0,2005
Foo Fighters,Best of You,Best Of You,compilation,2005-05-30,artist,256600,False,1,0.37,0.944,1,-4.979,0,0.0767,0.00701,2.9e-06,0.135,0.345,130.315,4,0,0,1,1,0,0,0,0,0,0,0,2005
Massari,Real Love,Massari,album,2005-05-31,artist,275586,False,6,0.385,0.555,9,-7.44,0,0.21,0.492,2.67e-05,0.101,0.453,78.729,4,1,1,0,0,0,0,0,0,0,0,0,2005
The Click Five,Catch Your Wave,Greetings From Imrie House (U.S. Version),album,2005-08-08,artist,172706,False,3,0.559,0.945,2,-1.26,1,0.0488,0.000182,0.00161,0.327,0.789,134.016,4,1,0,0,1,0,0,0,0,0,0,0,2005
The Click Five,Just the Girl,Greetings From Imrie House (U.S. Version),album,2005-08-08,artist,234146,False,2,0.571,0.89,9,-1.6,1,0.0395,0.00509,0.0,0.0769,0.751,110.958,4,1,0,0,1,0,0,0,0,0,0,0,2005
The Click Five,Angel to You (Devil to Me),Greetings From Imrie House (U.S. Version),album,2005-08-08,artist,209880,False,6,0.536,0.893,8,-2.071,1,0.0512,0.0105,0.0,0.25,0.782,121.755,4,1,0,0,1,0,0,0,0,0,0,0,2005
The Click Five,Good Day,Greetings From Imrie House (U.S. Version),album,2005-08-08,artist,189906,False,1,0.572,0.927,1,-2.145,1,0.0414,0.00405,0.0,0.207,0.964,150.012,4,1,0,0,1,0,0,0,0,0,0,0,2005
The Click Five,Pop Princess,Greetings From Imrie House (U.S. Version),album,2005-08-08,artist,258293,False,8,0.493,0.935,2,-2.251,0,0.0591,9.06e-05,1.05e-05,0.314,0.869,149.006,4,1,0,0,1,0,0,0,0,0,0,0,2005
The Fray,How to Save a Life,How To Save A Life,album,2005-09-13,artist,262533,False,3,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,4,1,0,0,1,0,0,0,0,0,0,0,2005
Ryan Cabrera,Photo,You Stand Watching (U.S. Version),album,2005-09-20,artist,216960,False,5,0.496,0.756,1,-5.551,1,0.0273,0.0513,0.0,0.091,0.418,92.068,4,1,0,0,1,0,0,0,0,0,0,0,2005
Nickelback,Photograph,All the Right Reasons (Walmart Exclusive Edition),album,2005-09-26,artist,258920,False,3,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916,4,0,0,1,1,0,0,0,0,0,0,0,2005
Panic! At The Disco,I Write Sins Not Tragedies,A Fever You Can't Sweat Out,album,2005-09-27,artist,186634,False,10,0.569,0.83,9,-4.106,0,0.14,0.0807,0.0,0.114,0.609,170.094,4,0,0,0,1,0,0,0,0,0,0,0,2005
Youth Group,Forever Young,The O.C. Mix 5,compilation,2005-11-08,artist,238746,False,6,0.387,0.631,11,-7.21,1,0.0293,0.05,0.000877,0.12,0.35,115.374,4,0,0,0,0,0,0,0,0,0,0,0,2005
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),The Rising Tied (Deluxe Edition),album,2005-11-21,artist,231866,True,6,0.684,0.819,1,-3.309,0,0.238,0.262,0.00197,0.113,0.25,179.999,4,0,0,0,1,1,0,0,0,0,0,0,2005
Rascal Flatts,What Hurts The Most,Me And My Gang,album,2006-01-01,artist,214106,False,2,0.539,0.683,5,-5.157,0,0.0276,0.00962,0.0,0.284,0.331,136.032,4,0,0,0,0,0,0,0,1,0,0,0,2006
Cascada,Every time we touch,Everytime We Touch [Premium Edition],album,2006-01-01,artist,197124,False,1,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,4,1,1,0,0,1,1,0,0,0,0,0,2006
Plain White T's,Hey There Delilah,Hey There Delilah,single,2006-01-01,artist,233200,False,1,0.527,0.452,2,-7.844,1,0.0293,0.819,0.0,0.102,0.311,103.851,4,1,0,0,1,0,0,0,0,0,0,0,2006
Ne-Yo,When You're Mad,In My Own Words,album,2006-01-01,artist,222000,False,4,0.66,0.548,6,-7.127,1,0.215,0.364,0.0,0.108,0.436,86.947,4,1,1,0,0,1,0,1,0,0,0,0,2006
Snow Patrol,Chasing Cars,Chasing Cars,single,2006-01-01,artist,266346,False,1,0.556,0.595,9,-4.51,1,0.0275,0.214,8.33e-05,0.125,0.144,104.001,4,1,0,0,1,0,0,0,0,0,0,0,2006
Evanescence,Call Me When You're Sober,The Open Door,album,2006-01-01,artist,214706,False,2,0.432,0.88,7,-4.101,1,0.0563,0.00214,0.0,0.281,0.331,93.384,4,0,0,1,0,0,0,0,0,0,0,0,2006
Ne-Yo,So Sick,So Sick,single,2006-01-01,artist,206853,False,1,0.582,0.57,6,-9.184,1,0.273,0.167,0.0,0.229,0.595,94.83,4,1,1,0,0,1,0,1,0,0,0,0,2006
Ray J,One Wish,NOW 21,compilation,2006-01-01,artist,237626,False,11,0.48,0.611,5,-7.807,0,0.363,0.324,0.0,0.193,0.616,85.182,5,1,0,0,0,1,0,1,0,0,0,0,2006
The Red Jumpsuit Apparatus,Face Down,Don't You Fake It,album,2006-01-01,artist,192000,False,4,0.545,0.932,7,-2.189,0,0.0399,0.000665,0.0,0.127,0.464,92.956,4,1,0,0,1,0,0,0,0,1,0,0,2006
Sean Paul (Featuring Keyshia Cole),(When You Gonna) Give It Up To Me - Radio Version,[When You Gonna] Give It Up To Me (94479/online),single,2006-01-01,artist,243880,False,1,0.711,0.761,8,-3.04,1,0.225,0.067,0.0,0.041,0.718,95.824,4,0,0,0,0,0,0,0,0,0,0,0,2006
Jesse McCartney,Just So You Know,Right Where You Want Me,album,2006-01-01,artist,233760,False,2,0.567,0.828,10,-4.861,1,0.0267,0.0127,0.0,0.28,0.537,77.998,4,1,1,0,1,0,0,0,0,0,0,0,2006
The Red Jumpsuit Apparatus,Your Guardian Angel,Don't You Fake It,album,2006-01-01,artist,229234,False,11,0.29,0.48,5,-6.583,1,0.0296,0.116,3.03e-06,0.626,0.382,112.62,4,1,0,0,1,0,0,0,0,1,0,0,2006
FM Static,Tonight,Critically Ashamed,album,2006-01-01,artist,218586,False,6,0.598,0.547,10,-5.93,0,0.0232,0.285,0.0,0.0891,0.25,77.969,4,1,0,0,1,0,0,0,0,0,0,0,2006
McFly,Sorry's Not Good Enough - Radio Edit,Sorry's Not Good Enough,single,2006-01-01,artist,209320,False,1,0.498,0.758,9,-3.284,1,0.031,0.00315,0.0,0.246,0.697,137.043,4,1,1,0,0,0,0,0,0,0,0,0,2006
McFly,Transylvania,Star Girl [CD2 (Video & Interactive)],single,2006-01-01,artist,247733,False,3,0.448,0.712,11,-3.273,1,0.0327,0.0857,0.0,0.0842,0.36,124.535,4,1,1,0,0,0,0,0,0,0,0,0,2006
JoJo,"Too Little, Too Late - Radio Version","Too Little, Too Late",single,2006-01-01,artist,221573,False,1,0.465,0.772,6,-6.281,0,0.058,0.0185,2.43e-06,0.0864,0.741,82.376,4,1,1,0,0,1,0,1,0,0,0,0,2006
McFly,Silence Is A Scary Sound,Star Girl [CD2 (Video & Interactive)],single,2006-01-01,artist,204960,False,2,0.324,0.99,4,-2.712,1,0.0863,0.000354,9.48e-06,0.357,0.349,100.584,4,1,1,0,0,0,0,0,0,0,0,0,2006
McFly,Star Girl,Star Girl [CD2 (Video & Interactive)],single,2006-01-01,artist,208266,False,1,0.523,0.693,3,-3.007,1,0.0295,0.00185,0.0,0.0638,0.814,78.13,4,1,1,0,0,0,0,0,0,0,0,0,2006
Beyoncé,Check On It (feat. Slim Thug),Check On It (feat. Slim Thug),single,2006-01-14,artist,211186,False,1,0.7,0.887,7,-3.887,1,0.218,0.0805,0.0,0.376,0.883,166.104,4,1,1,0,0,0,0,1,0,0,0,0,2006
Nick Lachey,What's Left Of Me,What's Left Of Me (Main Version),single,2006-02-21,artist,244840,False,1,0.426,0.742,7,-5.678,1,0.0362,0.142,0.0,0.139,0.297,150.067,4,1,1,0,0,0,0,0,0,0,0,0,2006
Luny Tunes,Dale Don Dale (feat. Don Omar),LunyTunes La Trayectoria,album,2006-03-06,artist,210080,False,11,0.831,0.804,6,-8.058,0,0.0824,0.0253,0.000638,0.105,0.796,95.019,4,0,0,0,0,1,0,0,0,0,1,0,2006
Teddy Geiger,For You I Will (Confidence),Underage Thinking,album,2006-03-21,artist,228880,False,2,0.315,0.751,1,-5.74,0,0.0517,0.0041,0.0,0.0984,0.272,119.566,4,1,0,0,0,0,0,0,0,0,0,0,2006
Rihanna,Unfaithful,A Girl Like Me,album,2006-04-10,artist,224629,False,3,0.588,0.391,0,-8.596,0,0.0334,0.839,0.0,0.195,0.349,144.053,4,1,1,0,0,0,0,0,0,0,0,0,2006
Taking Back Sunday,MakeDamnSure,Louder Now (U.S. Version),album,2006-04-21,artist,208280,False,3,0.553,0.837,6,-5.608,1,0.0452,0.00941,0.0,0.372,0.432,140.495,4,1,0,0,1,0,0,0,0,1,0,0,2006
Paula DeAnda,Doing Too Much (feat. Baby Bash) - Main,Paula DeAnda,album,2006-06-01,artist,247431,False,1,0.716,0.668,2,-5.136,1,0.083,0.279,0.0,0.337,0.744,141.006,4,1,1,0,0,1,0,0,0,0,0,0,2006
Cute Is What We Aim For,The Curse of Curves,The Same Old Blood Rush With A New Touch,album,2006-06-19,artist,203626,False,8,0.534,0.792,5,-4.512,1,0.0677,0.39,0.0,0.191,0.477,145.881,4,1,0,0,1,0,0,0,0,1,0,0,2006
Landon Pigg,Can't Let Go,LP,album,2006-07-25,artist,236760,False,1,0.491,0.756,1,-6.234,0,0.0361,0.000851,0.0,0.182,0.393,159.952,4,1,0,0,0,0,0,0,0,0,0,0,2006
Cassie,Me & U,Cassie (U.S. Version),album,2006-08-07,artist,192213,False,1,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,4,1,1,0,0,1,0,1,0,0,0,0,2006
Christina Aguilera,Beautiful,Christina Aguilera/Stripped,compilation,2006-08-28,artist,238560,False,11,0.457,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.193,4,1,1,0,0,1,0,0,0,0,0,0,2006
Beyoncé,Irreplaceable,B'Day,album,2006-08-29,artist,227666,False,9,0.576,0.697,10,-4.192,1,0.326,0.0286,1.15e-06,0.167,0.501,175.906,4,1,1,0,0,0,0,1,0,0,0,0,2006
My Chemical Romance,Famous Last Words,The Black Parade,album,2006-10-23,artist,299226,False,13,0.467,0.883,2,-3.679,0,0.106,0.000321,0.000152,0.125,0.309,122.252,4,1,0,0,1,0,0,0,0,1,0,0,2006
My Chemical Romance,I Don't Love You,The Black Parade,album,2006-10-23,artist,238680,False,6,0.289,0.796,0,-4.22,1,0.0494,0.00837,2.61e-05,0.202,0.33,169.835,4,1,0,0,1,0,0,0,0,1,0,0,2006
My Chemical Romance,Welcome to the Black Parade,The Black Parade,album,2006-10-23,artist,311106,False,5,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,4,1,0,0,1,0,0,0,0,1,0,0,2006
My Chemical Romance,Teenagers,The Black Parade,album,2006-10-23,artist,161920,False,11,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,4,1,0,0,1,0,0,0,0,1,0,0,2006
Mayday Parade,"When I Get Home, You're So Dead",Tales Told By Dead Friends,single,2006-11-07,artist,210173,False,2,0.508,0.896,9,-4.359,0,0.0487,0.00104,0.0,0.321,0.703,142.976,4,1,0,0,1,0,0,0,0,1,0,0,2006
Mayday Parade,Three Cheers For Five Years,Tales Told By Dead Friends,single,2006-11-07,artist,339960,False,5,0.488,0.893,11,-4.128,1,0.0472,0.000782,0.0,0.103,0.51,139.927,4,1,0,0,1,0,0,0,0,1,0,0,2006
Mayday Parade,The Last Something That Meant Anything,Tales Told By Dead Friends,single,2006-11-07,artist,294066,False,6,0.479,0.725,7,-5.357,1,0.0256,0.00644,0.000794,0.208,0.307,74.987,4,1,0,0,1,0,0,0,0,1,0,0,2006
Avril Lavigne,Keep Holding On,Keep Holding On,single,2006-11-27,artist,239453,False,1,0.274,0.808,7,-2.678,1,0.0346,0.0382,0.0,0.198,0.131,161.104,3,1,1,0,0,0,0,0,0,0,0,0,2006
Vanessa Carlton,A Thousand Miles,True Power-Ballads / 3CD set,compilation,2007-01-01,artist,238240,False,16,0.512,0.712,11,-7.475,1,0.0322,0.375,0.0,0.142,0.352,94.888,4,1,1,0,1,0,0,0,0,0,0,0,2007
We The Kings,"Check Yes, Juliet",We The Kings,album,2007-01-01,artist,218626,False,3,0.349,0.919,7,-4.124,1,0.0838,0.00415,0.0,0.26,0.294,166.916,4,1,0,0,1,0,0,0,0,0,0,0,2007
Secondhand Serenade,Your Call,Awake,album,2007-01-01,artist,222320,False,4,0.591,0.239,7,-11.943,1,0.0259,0.774,0.0,0.127,0.346,88.919,4,1,0,0,1,0,0,0,0,0,0,0,2007
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",Infinity On High (Deluxe Edition),album,2007-01-01,artist,212040,False,3,0.435,0.887,9,-4.07,1,0.0636,0.000747,0.0,0.0327,0.408,199.935,4,1,0,0,1,0,0,0,0,1,0,0,2007
Fergie,Big Girls Don't Cry (Personal),Big Girls Don't Cry (International Version),single,2007-01-01,artist,268333,False,1,0.706,0.626,7,-4.319,1,0.033,0.21,0.0,0.0822,0.28,113.085,4,1,1,0,0,0,0,0,0,0,0,0,2007
Jonas Brothers,Goodnight And Goodbye,Jonas Brothers,album,2007-01-01,artist,151000,False,3,0.623,0.932,0,-3.198,1,0.0727,0.0627,0.0,0.154,0.538,104.979,4,1,1,0,0,0,0,0,0,0,0,0,2007
Timbaland,The Way I Are - Radio Edit,The Way I Are,single,2007-01-01,artist,199920,False,1,0.713,0.735,1,-7.273,1,0.0533,0.169,0.0608,0.155,0.775,114.718,4,1,1,0,0,1,0,0,0,0,0,0,2007
Timbaland,Give It To Me,Shock Value (France Only Version),album,2007-01-01,artist,234080,True,2,0.978,0.685,8,-4.97,1,0.0689,0.191,0.00559,0.0908,0.809,110.622,4,1,1,0,0,1,0,0,0,0,0,0,2007
Jonas Brothers,When You Look Me In The Eyes,Jonas Brothers,album,2007-01-01,artist,249693,False,9,0.383,0.772,2,-3.703,1,0.0345,0.0285,0.0,0.289,0.467,135.99,4,1,1,0,0,0,0,0,0,0,0,0,2007
McFly,The Heart Never Lies,The Heart Never Lies,single,2007-01-01,artist,294253,False,1,0.325,0.645,7,-10.326,1,0.0333,0.0269,2.09e-06,0.321,0.304,199.791,4,1,1,0,0,0,0,0,0,0,0,0,2007
McFly,Just My Luck,The Heart Never Lies,single,2007-01-01,artist,195600,False,4,0.604,0.949,7,-2.728,1,0.0304,0.0232,0.0,0.378,0.66,137.045,4,1,1,0,0,0,0,0,0,0,0,0,2007
Fall Out Boy,Thnks fr th Mmrs,Infinity On High (Deluxe Edition),album,2007-01-01,artist,203506,False,7,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,4,1,0,0,1,0,0,0,0,1,0,0,2007
The Veronicas,Untouched,Untouched - Lost Tracks EP,single,2007-01-01,artist,254360,False,1,0.557,0.817,6,-3.721,0,0.238,0.0169,0.0215,0.139,0.508,177.001,4,1,1,0,0,0,1,0,0,0,0,0,2007
Ne-Yo,Because Of You,Because Of You,album,2007-01-01,artist,266840,False,1,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,4,1,1,0,0,1,0,1,0,0,0,0,2007
Jonas Brothers,S.O.S.,Jonas Brothers,album,2007-01-01,artist,153346,False,1,0.602,0.677,7,-3.849,1,0.0628,0.000509,0.0,0.152,0.751,137.03,4,1,1,0,0,0,0,0,0,0,0,0,2007
Good Charlotte,I Don't Wanna Be In Love (Dance Floor Anthem),Good Morning Revival,album,2007-03-16,artist,244000,False,4,0.64,0.884,6,-2.609,1,0.0428,0.0226,0.0,0.187,0.573,124.968,4,1,0,1,1,0,0,0,0,0,0,0,2007
Elliott Yamin,Wait For You,Elliott Yamin,album,2007-03-20,artist,261320,False,2,0.764,0.487,0,-6.734,1,0.0281,0.25,0.0,0.184,0.352,116.027,4,0,0,0,0,0,0,0,0,0,0,0,2007
Good Charlotte,The River,Good Morning Revival,album,2007-03-27,artist,195680,False,3,0.432,0.948,1,-2.231,1,0.138,0.00817,0.0,0.262,0.468,161.95,4,1,0,1,1,0,0,0,0,0,0,0,2007
Linkin Park,What I've Done,Minutes to Midnight,album,2007-05-14,artist,205613,False,6,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,4,0,0,1,0,1,0,0,0,0,0,0,2007
Beyoncé,Irreplaceable,B'Day Deluxe Edition,album,2007-05-29,artist,227853,False,2,0.447,0.694,7,-4.637,0,0.382,0.0293,5.46e-06,0.167,0.509,175.868,4,1,1,0,0,0,0,1,0,0,0,0,2007
Paramore,crushcrushcrush,Riot!,album,2007-06-11,artist,189373,False,8,0.631,0.793,1,-4.086,0,0.0468,0.000218,5.65e-05,0.0976,0.648,136.96,4,1,0,0,1,0,0,0,0,1,0,0,2007
Paramore,Misery Business,Riot!,album,2007-06-11,artist,211520,False,4,0.517,0.906,1,-3.677,1,0.0735,0.00272,9.26e-06,0.113,0.731,172.977,4,1,0,0,1,0,0,0,0,1,0,0,2007
Paramore,That's What You Get,Riot!,album,2007-06-11,artist,220480,False,2,0.528,0.831,8,-3.607,1,0.0429,9.43e-05,0.0,0.141,0.632,131.094,3,1,0,0,1,0,0,0,0,1,0,0,2007
The Click Five,Jenny,Modern Minds and Pastimes (U.S. Version),album,2007-06-26,artist,202360,False,2,0.546,0.832,1,-2.679,1,0.0247,0.000316,0.0,0.177,0.633,96.019,4,1,0,0,1,0,0,0,0,0,0,0,2007
The Click Five,Mary Jane,Modern Minds and Pastimes (U.S. Version),album,2007-06-26,artist,230346,False,11,0.543,0.746,6,-4.12,0,0.0272,0.00145,0.0,0.321,0.395,134.023,4,1,0,0,1,0,0,0,0,0,0,0,2007
The Click Five,Happy Birthday,Modern Minds and Pastimes (U.S. Version),album,2007-06-26,artist,209466,False,3,0.632,0.642,4,-4.677,1,0.0352,0.0925,4.42e-05,0.2,0.558,97.034,4,1,0,0,1,0,0,0,0,0,0,0,2007
The Click Five,Empty,Modern Minds and Pastimes (U.S. Version),album,2007-06-26,artist,241253,False,12,0.459,0.418,4,-5.559,1,0.0255,0.0859,3.28e-06,0.0889,0.101,82.083,4,1,0,0,1,0,0,0,0,0,0,0,2007
The Click Five,I'm Getting over You,Modern Minds and Pastimes (U.S. Version),album,2007-06-26,artist,201360,False,5,0.499,0.866,8,-3.542,1,0.031,0.0238,0.0,0.491,0.536,97.946,4,1,0,0,1,0,0,0,0,0,0,0,2007
Mayday Parade,"You Be The Anchor That Keeps My Feet On The Ground, I'll Be The Wings That Keep Your Heart In The Clouds",A Lesson In Romantics,album,2007-07-10,artist,276173,False,12,0.256,0.618,7,-4.552,1,0.0326,0.0459,0.0,0.236,0.33,142.027,3,1,0,0,1,0,0,0,0,1,0,0,2007
Mayday Parade,Jamie All Over,A Lesson In Romantics,album,2007-07-10,artist,216000,False,1,0.428,0.868,1,-3.647,1,0.0444,6.49e-05,0.0,0.0735,0.407,148.91,4,1,0,0,1,0,0,0,0,1,0,0,2007
Mayday Parade,Black Cat,A Lesson In Romantics,album,2007-07-10,artist,203893,False,2,0.394,0.93,11,-3.363,0,0.0654,0.000272,0.0,0.424,0.669,79.914,4,1,0,0,1,0,0,0,0,1,0,0,2007
Mayday Parade,Walk On Water Or Drown,A Lesson In Romantics,album,2007-07-10,artist,210000,False,7,0.441,0.893,11,-4.217,0,0.132,8.53e-05,0.0,0.155,0.665,157.028,4,1,0,0,1,0,0,0,0,1,0,0,2007
Mayday Parade,When I Get Home You're So Dead,A Lesson In Romantics,album,2007-07-10,artist,193693,False,3,0.474,0.803,9,-5.179,0,0.0483,2.53e-05,0.0,0.293,0.68,145.963,4,1,0,0,1,0,0,0,0,1,0,0,2007
Mayday Parade,Jersey,A Lesson In Romantics,album,2007-07-10,artist,209453,False,4,0.386,0.888,10,-4.345,0,0.0844,0.00025,0.0,0.523,0.344,161.957,4,1,0,0,1,0,0,0,0,1,0,0,2007
Mayday Parade,"If You Wanted A Song Written About You, All You Had To Do Was Ask",A Lesson In Romantics,album,2007-07-10,artist,244973,False,5,0.276,0.704,2,-3.546,1,0.037,4.46e-05,0.0,0.133,0.329,199.045,4,1,0,0,1,0,0,0,0,1,0,0,2007
Mayday Parade,Miserable At Best,A Lesson In Romantics,album,2007-07-10,artist,316986,False,6,0.483,0.361,2,-10.61,1,0.0297,0.604,0.0,0.111,0.421,135.262,4,1,0,0,1,0,0,0,0,1,0,0,2007
Boys Like Girls,Hero / Heroine,Boys Like Girls,album,2007-08-31,artist,232240,False,3,0.422,0.904,0,-4.531,1,0.102,0.02,4.49e-06,0.686,0.32,163.929,4,1,0,0,1,0,0,0,0,0,0,0,2007
Boys Like Girls,Five Minutes to Midnight,Boys Like Girls,album,2007-08-31,artist,227360,False,2,0.463,0.901,2,-4.073,1,0.087,0.00779,0.0,0.32,0.621,163.966,4,1,0,0,1,0,0,0,0,0,0,0,2007
Boys Like Girls,The Great Escape,Boys Like Girls,album,2007-08-31,artist,206520,False,1,0.423,0.94,1,-4.012,0,0.0635,0.00166,0.0,0.178,0.505,149.934,4,1,0,0,1,0,0,0,0,0,0,0,2007
Boys Like Girls,Thunder,Boys Like Girls,album,2007-08-31,artist,236680,False,5,0.508,0.821,2,-5.279,1,0.0395,0.223,0.0,0.316,0.463,75.057,4,1,0,0,1,0,0,0,0,0,0,0,2007
All Time Low,Six Feet Under The Stars,"So Wrong, It's Right",album,2007-09-25,artist,216546,False,3,0.488,0.967,3,-2.701,1,0.0755,0.0147,0.0,0.109,0.341,130.926,4,1,0,0,1,0,0,0,0,0,0,0,2007
All Time Low,"Dear Maria, Count Me In","So Wrong, It's Right",album,2007-09-25,artist,182826,False,6,0.465,0.896,2,-3.126,1,0.0795,0.00725,0.0,0.206,0.569,181.014,4,1,0,0,1,0,0,0,0,0,0,0,2007
Britney Spears,Piece of Me,Blackout,album,2007-10-15,artist,212106,False,2,0.769,0.638,11,-5.054,1,0.216,0.0902,0.0,0.0857,0.782,115.007,4,1,1,0,0,0,0,0,0,0,0,0,2007
McFly,All About You,McFly (Five Colours In Her Hair),single,2008-01-01,artist,185666,False,3,0.543,0.572,1,-5.207,1,0.0253,0.189,0.0,0.0865,0.276,129.906,4,1,1,0,0,0,0,0,0,0,0,0,2008
McFly,The Heart Never Lies,McFly (Five Colours In Her Hair),single,2008-01-01,artist,294253,False,2,0.325,0.645,7,-10.326,1,0.0333,0.0269,2.09e-06,0.321,0.304,199.791,4,1,1,0,0,0,0,0,0,0,0,0,2008
McFly,Five Colours In Her Hair,McFly (Five Colours In Her Hair),single,2008-01-01,artist,176853,False,1,0.402,0.904,7,-3.456,1,0.0518,0.0229,0.0,0.223,0.61,97.341,4,1,1,0,0,0,0,0,0,0,0,0,2008
Jonas Brothers,Sorry,A Little Bit Longer,album,2008-01-01,artist,192413,False,10,0.445,0.728,5,-4.084,1,0.0299,0.119,0.0,0.0849,0.454,159.887,4,1,1,0,0,0,0,0,0,0,0,0,2008
Beyoncé,Halo,I AM...SASHA FIERCE - Platinum Edition,album,2008-01-01,artist,261160,False,4,0.422,0.712,11,-5.907,0,0.1,0.273,0.0,0.051,0.471,78.454,4,1,1,0,0,0,0,1,0,0,0,0,2008
Jonas Brothers,Pushin' Me Away,A Little Bit Longer,album,2008-01-01,artist,183120,False,9,0.475,0.904,7,-6.1,1,0.0632,0.0134,3.27e-06,0.165,0.48,161.96,4,1,1,0,0,0,0,0,0,0,0,0,2008
Beyoncé,If I Were a Boy,I AM...SASHA FIERCE - Platinum Edition,album,2008-01-01,artist,249866,False,5,0.63,0.504,6,-6.152,1,0.0334,0.0953,0.0,0.308,0.487,89.946,4,1,1,0,0,0,0,1,0,0,0,0,2008
Beyoncé,Sweet Dreams,I AM...SASHA FIERCE - Platinum Edition,album,2008-01-01,artist,207480,False,7,0.693,0.822,1,-6.01,1,0.102,0.0995,1.73e-05,0.061,0.765,121.969,4,1,1,0,0,0,0,1,0,0,0,0,2008
Demi Lovato,Get Back,Don't Forget,album,2008-01-01,artist,200213,False,2,0.558,0.867,0,-3.722,1,0.116,0.00327,0.0,0.0426,0.72,76.018,4,1,1,0,0,0,0,0,0,0,0,0,2008
Jonas Brothers,Burnin' Up,A Little Bit Longer,album,2008-01-01,artist,175093,False,2,0.668,0.951,2,-3.453,1,0.0784,0.0324,0.0,0.338,0.826,113.986,4,1,1,0,0,0,0,0,0,0,0,0,2008
Katy Perry,I Kissed A Girl,I Kissed A Girl,single,2008-01-01,artist,179640,False,1,0.699,0.76,5,-3.173,1,0.0677,0.00223,0.0,0.132,0.696,129.996,4,1,1,0,0,0,0,0,0,0,0,0,2008
